sport,role,gender,age,weight_kg,height_cm,training_intensity,session_duration_min,training_days_per_week,is_match_day,is_recovery_day,fatigue_score,goal,diet_type,sport_enc,gender_enc,goal_enc,diet_enc,calories_kcal,protein_g,carbs_g,fat_g,needs_iron,needs_calcium,needs_vitd
Wrestling,Freestyle wrestler,male,15,68.2,179,4,48,5,0,0,4,maintain,non-veg,4,0,0,1,2682,136.7,388.1,64.8,0,1,1
Football,Midfielder,female,20,54.1,157,2,73,5,0,0,7,maintain,non-veg,1,1,0,1,2290,96.7,389.3,38.5,1,0,0
Cricket,Fast bowler,male,19,80.2,169,3,30,4,0,0,5,bulk,veg,0,0,1,0,3074,164.5,460.8,63.6,0,1,0
Wrestling,Greco-Roman wrestler,female,14,51.6,169,6,95,4,1,0,1,maintain,non-veg,4,1,0,1,2533,116.0,392.3,55.5,1,1,1
Cricket,Batsman,female,20,60.0,163,6,105,5,0,0,6,cut,veg,0,1,2,0,2148,98.9,343.5,42.0,1,0,0
Badminton,Singles player,female,15,49.9,175,4,74,4,0,0,1,bulk,non-veg,5,1,1,1,2403,92.6,344.2,72.9,1,1,1
Wrestling,Freestyle wrestler,female,28,58.2,166,4,49,7,0,0,8,maintain,non-veg,4,1,0,1,2684,135.4,433.4,45.4,1,1,1
Badminton,Singles player,male,19,88.2,176,4,78,3,1,0,6,cut,non-veg,5,0,2,1,4524,175.5,809.6,64.9,0,1,1
Badminton,Doubles player,male,17,65.3,180,6,123,7,0,0,4,maintain,veg,5,0,0,0,2802,109.2,379.9,93.9,0,1,1
Football,Winger,male,14,58.6,176,4,111,5,0,0,7,bulk,non-veg,1,0,1,1,2857,118.3,455.3,62.5,0,1,0
Cricket,Batsman,male,21,74.7,173,6,106,4,0,0,3,maintain,veg,0,0,0,0,2851,122.9,404.5,82.4,0,0,0
Wrestling,Freestyle wrestler,male,24,73.3,176,7,82,5,1,0,7,maintain,veg,4,0,0,0,4263,182.7,720.8,72.1,1,0,1
Cricket,Spin bowler,female,21,64.5,167,4,107,4,0,1,5,maintain,non-veg,0,1,0,1,2360,105.9,378.7,46.8,1,0,0
Cricket,Spin bowler,female,15,51.4,155,5,140,6,0,0,4,maintain,veg,0,1,0,0,1995,84.7,292.8,53.9,1,1,0
Cricket,Spin bowler,male,21,75.3,172,7,137,4,0,0,4,bulk,non-veg,0,0,1,1,3237,141.2,410.5,114.5,0,0,0
Football,Midfielder,male,19,59.8,172,7,55,3,1,0,7,maintain,veg,1,0,0,0,3184,137.1,508.8,66.7,0,1,0
Kabaddi,Raider,male,19,73.1,165,5,91,5,0,0,5,maintain,non-veg,2,0,0,1,3428,160.8,562.3,59.5,0,1,0
Kabaddi,Raider,male,21,61.5,183,1,69,6,0,0,1,maintain,non-veg,2,0,0,1,2966,146.1,487.7,47.9,0,0,0
Kabaddi,Raider,male,15,62.7,174,5,75,6,0,0,8,bulk,veg,2,0,1,0,2932,115.9,384.1,103.5,0,1,1
Badminton,Doubles player,female,14,60.4,165,6,87,4,0,0,1,bulk,veg,5,1,1,0,2617,98.1,389.0,74.3,1,1,1
Wrestling,Greco-Roman wrestler,male,19,56.7,174,6,133,5,0,1,1,bulk,non-veg,4,0,1,1,2781,111.1,341.0,108.1,0,1,1
Athletics,Jumper,male,15,73.8,173,7,79,5,0,0,5,bulk,veg,3,0,1,0,4028,122.2,721.1,72.7,0,1,0
Kabaddi,All-rounder,female,19,60.1,160,9,97,4,0,0,4,bulk,non-veg,2,1,1,1,2721,106.9,423.6,66.6,1,1,0
Kabaddi,Raider,male,16,66.2,181,5,72,2,0,1,8,maintain,veg,2,0,0,0,3094,147.8,493.1,58.9,0,1,0
Kabaddi,Raider,female,22,56.4,161,8,95,5,0,0,6,bulk,non-veg,2,1,1,1,2919,126.1,474.9,57.2,1,0,0
Athletics,Long-distance runner,male,19,75.8,177,8,106,5,1,0,3,maintain,non-veg,3,0,0,1,4695,174.4,823.5,78.2,0,1,0
Badminton,Singles player,male,16,94.9,170,4,117,4,0,0,3,maintain,veg,5,0,0,0,3375,156.3,537.3,66.7,0,1,1
Cricket,Spin bowler,male,24,72.3,166,9,62,4,0,0,7,maintain,non-veg,0,0,0,1,2962,120.0,364.5,113.8,0,0,0
Cricket,Spin bowler,female,25,61.5,152,6,48,7,0,0,5,maintain,non-veg,0,1,0,1,2420,105.9,393.6,46.9,1,0,0
Football,Striker,male,16,71.0,178,10,138,6,0,0,3,bulk,non-veg,1,0,1,1,3620,116.2,444.8,152.9,0,1,0
Badminton,Doubles player,female,19,45.0,170,3,55,4,0,0,2,maintain,veg,5,1,0,0,2060,69.7,354.2,40.5,1,1,1
Badminton,Doubles player,male,22,77.2,168,4,65,3,0,1,2,maintain,non-veg,5,0,0,1,3504,134.5,613.5,56.9,0,0,1
Cricket,Spin bowler,female,17,45.0,165,8,72,2,0,0,3,cut,non-veg,0,1,2,1,1811,81.9,226.7,64.1,1,1,0
Athletics,Thrower,female,16,70.0,153,5,140,5,0,0,6,cut,non-veg,3,1,2,1,3583,165.4,634.8,42.5,1,1,0
Cricket,Spin bowler,male,21,86.5,185,6,88,5,0,0,3,cut,non-veg,0,0,2,1,3119,163.5,475.2,62.7,0,0,0
Badminton,Singles player,female,22,56.7,163,9,78,3,0,0,6,bulk,veg,5,1,1,0,2667,87.2,315.1,117.5,1,0,1
Badminton,Doubles player,female,15,45.0,162,6,79,6,0,0,4,maintain,veg,5,1,0,0,2024,73.0,277.1,69.3,1,1,1
Football,Defender,male,14,72.3,172,8,107,3,0,1,4,maintain,veg,1,0,0,0,3169,144.5,501.1,65.2,0,1,0
Football,Midfielder,female,14,59.3,162,5,100,4,0,0,6,maintain,veg,1,1,0,0,2423,109.5,386.2,48.9,1,1,0
Football,Midfielder,male,15,82.5,168,2,55,5,0,0,3,bulk,veg,1,0,1,0,3371,163.4,540.4,61.8,0,1,0
Wrestling,Greco-Roman wrestler,male,17,69.2,168,4,74,5,1,0,7,maintain,veg,4,0,0,0,3939,181.7,658.4,64.3,1,1,1
Wrestling,Greco-Roman wrestler,male,22,60.4,183,5,86,3,0,0,6,cut,non-veg,4,0,2,1,2904,143.3,468.8,50.6,0,0,1
Athletics,Long-distance runner,female,26,53.5,156,7,118,3,0,0,6,maintain,veg,3,1,0,0,2632,91.6,462.6,46.1,1,0,0
Football,Goalkeeper,female,14,56.4,162,5,176,5,0,0,4,cut,non-veg,1,1,2,1,2782,122.2,483.2,40.1,1,1,0
Badminton,Doubles player,male,23,61.8,161,4,98,4,0,0,5,bulk,veg,5,0,1,0,2647,106.9,358.0,87.5,0,0,1
Badminton,Singles player,male,17,52.6,170,9,46,5,0,0,4,bulk,non-veg,5,0,1,1,3015,80.3,298.0,166.9,0,1,1
Kabaddi,Defender,male,17,56.3,179,4,78,2,0,0,6,cut,non-veg,2,0,2,1,2409,118.8,376.7,47.4,0,1,0
Athletics,Sprinter,male,14,68.6,173,6,106,4,0,0,5,maintain,veg,3,0,0,0,3740,145.2,649.4,62.4,0,1,0
Football,Defender,male,16,52.3,182,8,111,4,0,0,1,maintain,non-veg,1,0,0,1,2774,112.6,317.3,117.2,0,1,0
Athletics,Long-distance runner,male,18,79.2,177,6,91,5,0,0,5,maintain,non-veg,3,0,0,1,4106,155.7,721.3,66.5,0,1,0
Cricket,Batsman,female,16,51.1,161,4,135,6,0,0,6,maintain,veg,0,1,0,0,2070,95.9,322.7,44.0,1,1,0
Badminton,Singles player,male,19,68.7,178,7,67,2,0,1,4,maintain,non-veg,5,0,0,1,3073,103.1,524.7,62.4,0,1,1
Cricket,Wicket-keeper,female,14,48.1,154,4,114,6,0,0,6,maintain,veg,0,1,0,0,1880,74.3,248.2,65.5,1,1,0
Wrestling,Greco-Roman wrestler,male,14,68.1,159,7,30,4,1,0,7,maintain,non-veg,4,0,0,1,3918,184.6,642.6,67.7,1,1,1
Badminton,Doubles player,male,24,78.4,179,4,110,3,1,0,4,maintain,non-veg,5,0,0,1,3339,156.1,523.6,68.9,0,0,1
Badminton,Singles player,male,15,66.3,180,7,126,4,0,0,4,cut,non-veg,5,0,2,1,2570,106.4,385.0,67.2,0,1,1
Kabaddi,Defender,male,19,63.1,165,7,84,5,0,0,5,cut,non-veg,2,0,2,1,2824,142.1,447.7,51.6,0,1,0
Cricket,Spin bowler,female,23,58.2,157,5,102,6,0,1,2,bulk,non-veg,0,1,1,1,2260,113.6,252.0,88.6,1,0,0
Badminton,Singles player,male,22,79.3,161,5,58,5,1,0,4,maintain,non-veg,5,0,0,1,3824,143.2,661.5,67.3,0,0,1
Wrestling,Greco-Roman wrestler,male,21,73.5,169,7,84,5,0,0,7,cut,non-veg,4,0,2,1,3317,153.2,549.9,56.1,1,0,1
Athletics,Thrower,male,14,82.3,179,3,107,4,1,0,6,maintain,veg,3,0,0,0,4431,183.0,767.1,70.1,0,1,0
Athletics,Thrower,male,17,57.1,171,6,121,3,0,0,5,cut,non-veg,3,0,2,1,2793,111.1,476.0,49.4,0,1,0
Kabaddi,Defender,male,19,81.7,160,3,39,5,0,0,2,maintain,non-veg,2,0,0,1,3936,169.9,689.0,55.6,0,1,0
Wrestling,Greco-Roman wrestler,male,19,86.3,173,7,94,3,1,0,3,maintain,veg,4,0,0,0,3850,202.8,585.4,77.5,0,1,1
Kabaddi,Defender,male,14,73.0,180,8,44,4,0,0,3,bulk,veg,2,0,1,0,3540,170.3,543.0,76.3,0,1,0
Cricket,All-rounder,female,28,45.0,157,7,97,6,0,1,3,maintain,veg,0,1,0,0,1821,85.6,248.7,53.8,1,0,0
Cricket,Spin bowler,female,24,72.1,152,9,117,4,0,0,6,bulk,non-veg,0,1,1,1,2982,144.1,461.1,62.3,1,0,0
Kabaddi,Defender,female,17,71.6,161,7,71,5,0,0,6,bulk,veg,2,1,1,0,3435,123.0,595.4,62.4,1,1,0
Badminton,Doubles player,male,16,71.0,166,5,75,4,1,0,1,maintain,veg,5,0,0,0,2994,118.8,395.6,104.0,0,1,1
Wrestling,Freestyle wrestler,male,24,88.5,176,3,79,5,0,0,4,cut,veg,4,0,2,0,3848,195.2,648.6,52.5,0,0,1
Badminton,Doubles player,male,18,57.8,182,3,30,5,0,0,6,maintain,non-veg,5,0,0,1,2364,87.2,375.5,57.0,0,1,1
Kabaddi,All-rounder,male,17,82.1,164,6,125,5,0,0,5,cut,non-veg,2,0,2,1,3801,150.5,671.4,57.0,0,1,0
Athletics,Sprinter,female,21,45.0,167,8,97,4,1,0,1,bulk,non-veg,3,1,1,1,2782,94.6,403.9,87.6,1,0,0
Wrestling,Freestyle wrestler,male,22,57.2,162,2,55,3,0,0,6,maintain,non-veg,4,0,0,1,2510,113.2,412.5,45.2,0,0,1
Football,Goalkeeper,male,19,64.2,165,6,84,7,0,1,3,bulk,veg,1,0,1,0,2812,144.9,401.4,69.7,0,1,0
Wrestling,Freestyle wrestler,male,19,66.6,167,5,44,6,0,1,7,cut,non-veg,4,0,2,1,2224,129.0,319.8,47.6,1,1,1
Kabaddi,Raider,male,23,63.4,167,6,61,6,1,0,1,maintain,non-veg,2,0,0,1,2938,160.6,429.1,64.3,0,0,0
Football,Defender,male,17,66.0,174,4,122,6,0,0,1,bulk,non-veg,1,0,1,1,2885,117.0,415.6,83.8,0,1,0
Kabaddi,Raider,male,21,49.0,175,3,93,6,0,0,4,maintain,veg,2,0,0,0,2357,95.1,386.6,47.8,0,0,0
Cricket,All-rounder,male,22,55.0,179,7,104,4,0,0,7,bulk,non-veg,0,0,1,1,2958,109.1,357.3,121.4,0,0,0
Wrestling,Greco-Roman wrestler,male,20,52.5,164,8,104,3,0,0,1,maintain,non-veg,4,0,0,1,2546,120.1,353.5,72.4,0,0,1
Wrestling,Freestyle wrestler,male,14,66.1,181,7,85,4,0,0,5,maintain,non-veg,4,0,0,1,2936,138.5,375.1,98.0,0,1,1
Football,Goalkeeper,female,24,48.5,162,7,108,3,0,0,5,maintain,non-veg,1,1,0,1,2193,85.2,359.5,46.0,1,0,0
Football,Goalkeeper,male,19,72.6,173,4,72,3,1,0,2,maintain,non-veg,1,0,0,1,4034,169.0,690.4,66.3,0,1,0
Cricket,Wicket-keeper,male,16,78.9,179,5,109,6,0,0,3,maintain,veg,0,0,0,0,2933,139.4,441.9,67.5,0,1,0
Wrestling,Greco-Roman wrestler,male,17,78.5,166,6,93,2,0,0,7,bulk,non-veg,4,0,1,1,3175,144.0,473.4,78.4,1,1,1
Athletics,Sprinter,male,20,77.1,175,7,108,4,0,0,3,bulk,non-veg,3,0,1,1,3992,151.2,681.3,73.5,0,0,0
Wrestling,Greco-Roman wrestler,male,19,74.2,174,4,79,6,1,0,4,bulk,non-veg,4,0,1,1,3799,209.3,574.3,73.8,0,1,1
Kabaddi,All-rounder,female,19,59.8,169,6,65,4,0,0,6,cut,veg,2,1,2,0,2642,128.5,434.2,43.5,1,1,0
Wrestling,Freestyle wrestler,male,25,65.8,179,6,44,4,0,0,4,cut,veg,4,0,2,0,2433,121.1,367.9,53.0,0,0,1
Athletics,Long-distance runner,male,14,53.0,171,1,74,5,0,0,2,maintain,veg,3,0,0,0,2177,97.3,347.2,44.3,0,1,0
Football,Goalkeeper,male,23,68.0,162,5,64,6,0,0,5,maintain,veg,1,0,0,0,3034,142.8,488.9,56.3,0,0,0
Wrestling,Greco-Roman wrestler,male,14,68.5,178,6,129,2,0,0,4,maintain,veg,4,0,0,0,3244,150.6,517.6,63.5,0,1,1
Badminton,Doubles player,male,17,57.7,164,7,105,4,0,0,6,bulk,veg,5,0,1,0,2887,100.2,337.9,126.1,0,1,1
Athletics,Thrower,female,23,45.0,161,7,50,4,1,0,5,maintain,non-veg,3,1,0,1,2502,111.3,400.6,50.5,1,0,0
Football,Midfielder,male,19,56.4,166,4,86,5,1,0,3,maintain,non-veg,1,0,0,1,2790,126.1,439.2,58.8,0,1,0
Athletics,Long-distance runner,male,14,80.6,189,9,54,4,0,1,4,maintain,non-veg,3,0,0,1,3798,151.4,629.9,74.7,0,1,0
Athletics,Thrower,male,17,84.4,167,6,121,5,0,0,3,bulk,non-veg,3,0,1,1,4045,158.4,688.7,73.0,0,1,0
Football,Winger,male,18,82.2,174,6,41,3,0,0,4,cut,non-veg,1,0,2,1,3636,146.5,629.4,59.1,0,1,0
Badminton,Doubles player,female,23,54.4,159,6,98,4,0,0,4,maintain,veg,5,1,0,0,2216,88.0,361.9,46.3,1,0,1
Wrestling,Greco-Roman wrestler,male,20,75.6,163,5,94,5,0,1,7,cut,veg,4,0,2,0,3038,195.0,452.7,49.7,1,0,1
Wrestling,Greco-Roman wrestler,male,19,74.1,181,6,113,6,0,0,7,cut,non-veg,4,0,2,1,3430,172.1,555.9,57.6,1,1,1
Football,Goalkeeper,male,20,70.8,175,6,98,4,0,0,4,cut,veg,1,0,2,0,2785,128.3,444.6,54.8,0,0,0
Badminton,Singles player,male,24,60.6,161,3,38,3,0,0,4,maintain,non-veg,5,0,0,1,2171,96.3,337.7,48.3,0,0,1
Football,Winger,male,18,53.6,170,2,78,7,0,0,6,maintain,non-veg,1,0,0,1,2245,90.2,367.1,46.2,0,1,0
Football,Midfielder,female,26,46.6,158,6,61,5,0,0,6,bulk,veg,1,1,1,0,2218,74.9,306.7,76.9,1,0,0
Wrestling,Greco-Roman wrestler,female,19,75.1,156,8,125,7,0,0,5,cut,veg,4,1,2,0,2687,136.2,424.4,49.4,1,1,1
Badminton,Singles player,male,18,59.9,170,4,105,4,0,0,6,maintain,non-veg,5,0,0,1,2814,102.7,478.5,54.3,0,1,1
Wrestling,Greco-Roman wrestler,female,20,53.7,160,6,86,5,1,0,3,maintain,non-veg,4,1,0,1,2884,118.0,483.7,53.0,1,1,1
Kabaddi,All-rounder,male,14,63.5,165,7,75,5,0,0,3,bulk,non-veg,2,0,1,1,3022,123.1,434.1,88.1,0,1,0
Wrestling,Freestyle wrestler,male,21,64.4,174,6,61,2,0,0,3,cut,veg,4,0,2,0,2545,162.0,357.3,52.0,0,0,1
Athletics,Sprinter,male,17,76.2,163,2,72,4,1,0,6,bulk,non-veg,3,0,1,1,4368,140.9,796.7,68.6,0,1,0
Badminton,Doubles player,male,17,74.4,169,3,81,7,0,0,8,maintain,veg,5,0,0,0,3299,136.7,563.5,55.4,0,1,1
Kabaddi,All-rounder,female,19,62.4,162,5,54,4,0,0,5,maintain,veg,2,1,0,0,2501,119.1,395.7,49.1,1,1,0
Athletics,Jumper,male,18,57.8,164,8,77,4,0,0,8,maintain,non-veg,3,0,0,1,3292,124.3,566.0,59.0,1,1,0
Kabaddi,Raider,male,21,65.6,167,6,80,5,0,0,3,bulk,non-veg,2,0,1,1,2940,140.4,422.9,76.3,0,0,0
Badminton,Doubles player,female,21,59.5,163,5,152,3,0,0,6,bulk,veg,5,1,1,0,2779,102.2,469.7,54.6,1,0,1
Badminton,Doubles player,male,18,69.4,173,9,63,4,1,0,3,maintain,veg,5,0,0,0,3374,141.5,533.8,74.7,0,1,1
Kabaddi,All-rounder,male,19,47.5,162,6,30,4,0,0,9,maintain,non-veg,2,0,0,1,2306,94.5,320.6,71.7,0,1,0
Cricket,Spin bowler,female,18,60.6,164,4,103,3,0,0,3,bulk,non-veg,0,1,1,1,2439,115.9,345.6,65.9,1,1,0
Kabaddi,All-rounder,male,16,77.1,177,9,90,5,0,0,1,bulk,non-veg,2,0,1,1,3629,141.6,588.3,78.8,0,1,0
Athletics,Jumper,male,19,89.6,171,8,100,5,0,0,6,cut,veg,3,0,2,0,4086,153.0,722.1,65.1,0,1,0
Wrestling,Greco-Roman wrestler,female,21,54.4,156,4,96,5,0,0,5,maintain,veg,4,1,0,0,2612,130.5,425.2,43.2,1,1,1
Football,Winger,male,19,59.7,172,7,86,3,0,0,2,bulk,veg,1,0,1,0,2990,109.9,374.0,117.1,0,1,0
Badminton,Doubles player,male,31,67.1,181,6,102,5,1,0,5,cut,non-veg,5,0,2,1,2692,131.5,375.1,73.9,0,0,1
Badminton,Singles player,male,20,63.3,174,7,84,4,0,0,5,bulk,non-veg,5,0,1,1,3064,106.0,498.1,71.9,0,0,1
Athletics,Thrower,male,15,69.1,176,4,101,5,0,0,4,cut,non-veg,3,0,2,1,3724,142.1,673.0,51.5,0,1,0
Athletics,Thrower,male,15,62.7,171,7,42,4,0,0,4,cut,veg,3,0,2,0,2660,122.7,421.6,53.6,0,1,0
Kabaddi,Raider,male,19,64.9,164,5,73,5,1,0,3,maintain,non-veg,2,0,0,1,3624,148.7,615.2,63.2,0,1,0
Cricket,Spin bowler,male,20,70.3,165,7,102,4,0,0,5,maintain,non-veg,0,0,0,1,2787,131.6,402.0,72.5,0,0,0
Cricket,All-rounder,female,23,45.0,165,6,61,6,0,0,1,bulk,veg,0,1,1,0,2289,70.3,264.6,105.5,1,0,0
Cricket,Wicket-keeper,male,17,77.8,169,0,101,6,1,0,5,cut,non-veg,0,0,2,1,3221,160.6,534.0,49.2,0,1,0
Kabaddi,All-rounder,female,20,56.7,172,7,100,4,0,1,6,cut,non-veg,2,1,2,1,2326,99.3,387.2,42.2,1,0,0
Cricket,Fast bowler,male,16,72.2,165,5,121,5,0,0,6,bulk,veg,0,0,1,0,3148,158.3,479.6,66.3,0,1,0
Badminton,Singles player,male,24,45.3,174,7,141,3,0,0,7,bulk,veg,5,0,1,0,2723,83.2,335.5,116.5,0,0,1
Badminton,Doubles player,male,18,63.1,176,4,83,5,0,0,5,cut,veg,5,0,2,0,2473,112.6,395.7,48.9,0,1,1
Kabaddi,Raider,female,17,56.5,169,5,70,5,0,0,4,bulk,non-veg,2,1,1,1,2534,127.8,380.7,55.6,1,1,0
Football,Winger,male,23,55.4,164,5,64,7,0,0,6,maintain,veg,1,0,0,0,2587,111.9,417.3,52.2,0,0,0
Wrestling,Greco-Roman wrestler,male,21,59.7,184,3,113,3,1,0,4,bulk,non-veg,4,0,1,1,3457,149.2,560.6,68.6,0,0,1
Kabaddi,All-rounder,male,28,63.2,181,6,87,4,0,1,5,maintain,non-veg,2,0,0,1,2586,137.6,370.6,61.5,0,0,0
Athletics,Long-distance runner,male,14,45.0,169,8,96,3,0,0,1,bulk,non-veg,3,0,1,1,2822,92.0,417.5,87.1,0,1,0
Kabaddi,All-rounder,male,26,61.7,178,8,49,5,1,0,2,maintain,non-veg,2,0,0,1,3378,135.0,549.5,71.1,0,0,0
Badminton,Doubles player,female,19,52.6,161,3,60,5,0,0,4,maintain,non-veg,5,1,0,1,2341,98.2,394.6,41.1,1,1,1
Wrestling,Greco-Roman wrestler,female,19,45.0,152,4,42,2,0,0,4,maintain,non-veg,4,1,0,1,1836,103.2,267.1,39.4,1,1,1
Kabaddi,Defender,male,19,66.7,166,4,53,4,0,1,4,maintain,non-veg,2,0,0,1,2732,158.5,404.4,53.4,0,1,0
Kabaddi,All-rounder,male,23,73.9,178,4,74,5,0,1,6,cut,veg,2,0,2,0,3164,132.8,545.6,50.0,0,0,0
Kabaddi,All-rounder,male,17,72.8,171,3,76,7,0,0,5,maintain,non-veg,2,0,0,1,3182,138.9,532.3,55.3,0,1,0
Football,Goalkeeper,male,19,74.3,177,4,121,4,1,0,3,cut,non-veg,1,0,2,1,3845,135.6,690.4,60.1,0,1,0
Athletics,Long-distance runner,male,18,77.6,169,2,94,5,0,0,7,bulk,non-veg,3,0,1,1,3763,131.9,673.7,60.1,1,1,0
Cricket,Wicket-keeper,male,16,45.0,170,7,42,6,1,0,9,bulk,non-veg,0,0,1,1,3037,84.4,295.3,168.7,0,1,1
Football,Striker,female,15,67.1,156,5,112,4,0,0,5,maintain,non-veg,1,1,0,1,2792,137.7,447.5,50.1,1,1,0
Kabaddi,All-rounder,male,23,60.1,152,7,117,5,1,0,5,bulk,non-veg,2,0,1,1,3435,119.5,587.2,67.6,0,0,0
Football,Winger,male,20,73.4,162,10,98,5,0,0,2,maintain,veg,1,0,0,0,3505,131.0,588.4,69.7,0,0,0
Athletics,Long-distance runner,female,19,56.6,164,3,115,6,0,1,6,bulk,veg,3,1,1,0,2228,114.3,335.9,47.5,1,1,0
Wrestling,Greco-Roman wrestler,male,21,83.1,182,7,112,4,0,0,3,bulk,non-veg,4,0,1,1,3476,157.2,475.2,105.2,0,0,1
Kabaddi,Raider,female,17,62.3,163,5,134,6,0,0,5,maintain,non-veg,2,1,0,1,2538,115.6,407.2,49.6,1,1,0
Kabaddi,Defender,male,20,69.7,168,4,93,3,0,0,4,maintain,veg,2,0,0,0,2797,151.8,419.5,56.9,0,0,0
Badminton,Doubles player,male,18,86.1,181,6,59,5,0,0,2,maintain,non-veg,5,0,0,1,3312,136.8,534.0,69.9,0,1,1
Athletics,Sprinter,female,19,69.4,168,9,110,4,0,0,5,maintain,non-veg,3,1,0,1,3740,146.6,654.6,59.5,1,1,0
Kabaddi,All-rounder,female,17,53.9,158,0,116,3,0,0,4,cut,non-veg,2,1,2,1,2291,108.4,405.0,26.4,1,1,0
Cricket,Spin bowler,male,15,78.0,173,6,122,4,0,0,7,bulk,veg,0,0,1,0,3256,145.2,434.0,104.3,0,1,0
Kabaddi,Raider,male,25,57.0,166,5,102,4,0,0,6,bulk,veg,2,0,1,0,2680,103.6,356.0,93.5,0,0,0
Wrestling,Freestyle wrestler,female,23,73.2,165,5,59,4,0,0,4,bulk,non-veg,4,1,1,1,3091,145.8,493.0,59.5,1,1,1
Kabaddi,Raider,male,16,70.2,173,7,94,5,0,0,3,maintain,non-veg,2,0,0,1,3201,144.7,510.5,64.5,0,1,0
Badminton,Doubles player,female,16,65.4,153,9,77,5,0,0,4,cut,non-veg,5,1,2,1,2708,99.8,471.5,47.0,1,1,1
Athletics,Thrower,male,25,66.2,176,7,86,3,0,0,5,cut,non-veg,3,0,2,1,3346,158.0,556.3,54.3,0,0,0
Cricket,Fast bowler,male,16,73.8,184,1,126,5,0,0,2,maintain,non-veg,0,0,0,1,2862,131.8,465.7,52.4,0,1,0
Athletics,Jumper,male,16,55.1,173,6,119,5,0,0,8,maintain,non-veg,3,0,0,1,2570,93.7,391.7,69.8,1,1,0
Kabaddi,All-rounder,male,25,75.5,161,4,59,4,0,0,4,maintain,veg,2,0,0,0,3070,137.3,503.2,56.5,0,0,0
Kabaddi,All-rounder,male,17,56.1,175,8,102,6,0,0,5,maintain,veg,2,0,0,0,2756,97.5,443.5,65.8,0,1,0
Wrestling,Greco-Roman wrestler,male,22,57.3,153,7,119,4,0,1,3,cut,non-veg,4,0,2,1,2469,116.3,402.4,43.8,0,0,1
Football,Striker,female,22,53.0,152,5,139,4,0,1,5,bulk,non-veg,1,1,1,1,2134,98.2,270.6,73.2,1,0,0
Kabaddi,Defender,female,26,65.6,156,6,119,4,0,0,4,maintain,veg,2,1,0,0,2909,114.0,502.8,49.1,1,0,0
Football,Goalkeeper,male,18,67.9,174,4,72,4,0,0,3,maintain,non-veg,1,0,0,1,3130,109.7,542.4,57.9,0,1,0
Kabaddi,Defender,male,14,82.0,165,8,127,5,0,0,7,cut,veg,2,0,2,0,3748,146.3,651.8,61.7,0,1,0
Badminton,Doubles player,male,16,76.1,173,8,78,4,0,0,4,cut,non-veg,5,0,2,1,3345,144.4,554.9,60.9,0,1,1
Wrestling,Freestyle wrestler,female,16,75.0,177,6,104,4,1,0,4,bulk,veg,4,1,1,0,3317,182.8,482.6,72.8,1,1,1
Athletics,Sprinter,female,21,76.6,164,5,49,3,1,0,3,cut,veg,3,1,2,0,3518,170.2,589.5,53.2,1,0,0
Wrestling,Greco-Roman wrestler,male,19,64.9,168,5,86,5,0,1,6,maintain,veg,4,0,0,0,2474,117.1,333.2,74.8,0,1,1
Cricket,All-rounder,male,14,63.5,182,6,57,4,0,0,6,bulk,veg,0,0,1,0,3117,124.9,433.7,98.1,0,1,0
Football,Winger,female,16,58.1,153,4,72,4,0,0,5,maintain,non-veg,1,1,0,1,2327,109.6,371.7,44.6,1,1,0
Wrestling,Freestyle wrestler,female,20,56.1,174,6,107,2,0,0,3,bulk,non-veg,4,1,1,1,2617,106.4,418.5,57.5,1,1,1
Kabaddi,Defender,male,22,72.5,178,5,71,4,0,0,5,cut,non-veg,2,0,2,1,3571,170.9,600.7,53.8,0,0,0
Badminton,Doubles player,male,18,62.4,188,3,113,2,1,0,5,bulk,veg,5,0,1,0,3254,117.2,536.9,70.9,0,1,1
Wrestling,Greco-Roman wrestler,female,18,65.6,162,5,89,6,0,0,7,maintain,veg,4,1,0,0,2535,135.1,385.2,50.4,1,1,1
Wrestling,Greco-Roman wrestler,male,15,75.7,167,0,163,4,1,0,2,maintain,non-veg,4,0,0,1,3708,155.2,645.3,56.2,0,1,1
Kabaddi,Raider,male,18,57.2,166,8,38,6,0,0,7,bulk,non-veg,2,0,1,1,2968,122.7,357.7,116.3,0,1,1
Badminton,Singles player,female,28,70.7,157,3,81,5,0,0,8,bulk,veg,5,1,1,0,2680,129.4,424.9,51.4,1,0,1
Badminton,Singles player,male,20,75.0,166,4,40,4,0,0,7,maintain,veg,5,0,0,0,3218,135.9,537.4,58.3,0,0,1
Cricket,Fast bowler,male,17,66.4,158,8,130,3,0,0,2,cut,veg,0,0,2,0,2797,121.0,458.3,53.3,0,1,0
Football,Winger,male,18,62.2,176,7,84,4,0,0,3,maintain,non-veg,1,0,0,1,2783,112.3,388.1,86.8,0,1,0
Football,Midfielder,male,16,70.5,173,10,67,4,0,0,8,maintain,non-veg,1,0,0,1,3251,134.2,426.2,112.2,0,1,0
Football,Midfielder,female,14,54.6,157,7,143,5,0,0,6,maintain,non-veg,1,1,0,1,2683,96.8,463.7,49.0,1,1,0
Athletics,Sprinter,female,19,45.0,152,5,57,5,0,0,2,maintain,non-veg,3,1,0,1,2467,93.8,431.4,40.7,1,1,0
Badminton,Singles player,male,25,72.9,174,7,99,3,0,1,6,maintain,non-veg,5,0,0,1,2788,129.6,428.1,61.9,0,0,1
